,Country/Region,variable,value
6901,Canada,12/12/21,1842317
6902,China,12/12/21,124856
6903,Germany,12/12/21,6509863
6904,"Korea, South",12/12/21,523088
6905,Malaysia,12/12/21,2691639
6906,Russia,12/12/21,9842021
6907,Singapore,12/12/21,273362
6908,US,12/12/21,49977166
6909,United Kingdom,12/12/21,10881385
6910,Australia,12/13/21,232738
6911,Canada,12/13/21,1848420
6912,China,12/13/21,124925
6913,Germany,12/13/21,6531606
6914,"Korea, South",12/13/21,528652
6915,Malaysia,12/13/21,2695143
6916,Russia,12/13/21,9871229
6917,Singapore,12/13/21,273701
6918,US,12/13/21,50162685
6919,United Kingdom,12/13/21,10935598
6920,Australia,12/14/21,235547
6921,Canada,12/14/21,1853660
6922,China,12/14/21,125012
6923,Germany,12/14/21,6562429
6924,"Korea, South",12/14/21,536495
6925,Malaysia,12/14/21,2699240
6926,Russia,12/14/21,9899139
6927,Singapore,12/14/21,274143
6928,US,12/14/21,50275509
6929,United Kingdom,12/14/21,10995158
6930,Australia,12/15/21,238970
6931,Canada,12/15/21,1860841
6932,China,12/15/21,125112
6933,Germany,12/15/21,6613730
6934,"Korea, South",12/15/21,544117
6935,Malaysia,12/15/21,2703140
6936,Russia,12/15/21,9927150
6937,Singapore,12/15/21,274617
6938,US,12/15/21,50421356
6939,United Kingdom,12/15/21,11073251
6940,Australia,12/16/21,242772
6941,Canada,12/16/21,1868764
6942,China,12/16/21,125216
6943,Germany,12/16/21,6670407
6944,"Korea, South",12/16/21,551551
6945,Malaysia,12/16/21,2707402
6946,Russia,12/16/21,9955308
6947,Singapore,12/16/21,274972
6948,US,12/16/21,50563085
6949,United Kingdom,12/16/21,11161258
6950,Australia,12/17/21,246789
6951,Canada,12/17/21,1878782
6952,China,12/17/21,125363
6953,Germany,12/17/21,6721375
6954,"Korea, South",12/17/21,558864
6955,Malaysia,12/17/21,2711764
6956,Russia,12/17/21,9982735
6957,Singapore,12/17/21,275384
6958,US,12/17/21,50755738
6959,United Kingdom,12/17/21,11254194
6960,Australia,12/18/21,250651
6961,Canada,12/18/21,1887086
6962,China,12/18/21,125475
6963,Germany,12/18/21,6764188
6964,"Korea, South",12/18/21,565098
6965,Malaysia,12/18/21,2715847
6966,Russia,12/18/21,10009866
6967,Singapore,12/18/21,275655
6968,US,12/18/21,50835483
6969,United Kingdom,12/18/21,11343591
6970,Australia,12/19/21,254682
6971,Canada,12/19/21,1895472
6972,China,12/19/21,125623
6973,Germany,12/19/21,6793536
6974,"Korea, South",12/19/21,570414
6975,Malaysia,12/19/21,2718955
6976,Russia,12/19/21,10037546
6977,Singapore,12/19/21,275910
6978,US,12/19/21,50924672
6979,United Kingdom,12/19/21,11425878
6980,Australia,12/20/21,259174
6981,Canada,12/20/21,1910922
6982,China,12/20/21,125695
6983,Germany,12/20/21,6809622
6984,"Korea, South",12/20/21,575615
6985,Malaysia,12/20/21,2721544
6986,Russia,12/20/21,10064290
6987,Singapore,12/20/21,276105
6988,US,12/20/21,51164732
6989,United Kingdom,12/20/21,11518027
6990,Australia,12/21/21,264705
6991,Canada,12/21/21,1925063
6992,China,12/21/21,125835
6993,Germany,12/21/21,6833050
6994,"Korea, South",12/21/21,583065
6995,Malaysia,12/21/21,2724684
6996,Russia,12/21/21,10089945
6997,Singapore,12/21/21,276385
6998,US,12/21/21,51344145
6999,United Kingdom,12/21/21,11607587
7000,Australia,12/22/21,273062
7001,Canada,12/22/21,1943963
7002,China,12/22/21,125958
7003,Germany,12/22/21,6878709
7004,"Korea, South",12/22/21,589978
7005,Malaysia,12/22/21,2728203
7006,Russia,12/22/21,10114983
7007,Singapore,12/22/21,276720
7008,US,12/22/21,51587885
7009,United Kingdom,12/22/21,11713355
7010,Australia,12/23/21,281280
7011,Canada,12/23/21,1969928
7012,China,12/23/21,126065
7013,Germany,12/23/21,6923636
7014,"Korea, South",12/23/21,596209
7015,Malaysia,12/23/21,2731713
7016,Russia,12/23/21,10140429
7017,Singapore,12/23/21,277042
7018,US,12/23/21,51857597
7019,United Kingdom,12/23/21,11836593
7020,Australia,12/24/21,291135
7021,Canada,12/24/21,1995112
7022,China,12/24/21,126233
7023,Germany,12/24/21,6959067
7024,"Korea, South",12/24/21,602045
7025,Malaysia,12/24/21,2735241
7026,Russia,12/24/21,10164951
7027,Singapore,12/24/21,277307
7028,US,12/24/21,52106076
7029,United Kingdom,12/24/21,11958451
7030,Australia,12/25/21,300594
7031,Canada,12/25/21,2014138
7032,China,12/25/21,126319
7033,Germany,12/25/21,6981281
7034,"Korea, South",12/25/21,607463
7035,Malaysia,12/25/21,2738401
7036,Russia,12/25/21,10189722
7037,Singapore,12/25/21,277555
7038,US,12/25/21,52192700
7039,United Kingdom,12/25/21,12080799
7040,Australia,12/26/21,310478
7041,Canada,12/26/21,2032312
7042,China,12/26/21,126559
7043,Germany,12/26/21,6991381
7044,"Korea, South",12/26/21,611670
7045,Malaysia,12/26/21,2741179
7046,Russia,12/26/21,10213265
7047,Singapore,12/26/21,277764
7048,US,12/26/21,52371029
7049,United Kingdom,12/26/21,12200165
7050,Australia,12/27/21,322275
7051,Canada,12/27/21,2054700
7052,China,12/27/21,126937
7053,Germany,12/27/21,7005289
7054,"Korea, South",12/27/21,615532
7055,Malaysia,12/27/21,2743936
7056,Russia,12/27/21,10236301
7057,Singapore,12/27/21,278044
7058,US,12/27/21,52871609
7059,United Kingdom,12/27/21,12308123
7060,Australia,12/28/21,339953
7061,Canada,12/28/21,2082785
7062,China,12/28/21,127161
7063,Germany,12/28/21,7026369
7064,"Korea, South",12/28/21,620938
7065,Malaysia,12/28/21,2746833
7066,Russia,12/28/21,10258052
7067,Singapore,12/28/21,278409
7068,US,12/28/21,53233964
7069,United Kingdom,12/28/21,12446467
7070,Australia,12/29/21,361322
7071,Canada,12/29/21,2137845
7072,China,12/29/21,127390
7073,Germany,12/29/21,7066412
7074,"Korea, South",12/29/21,625967
7075,Malaysia,12/29/21,2750516
7076,Russia,12/29/21,10279009
7077,Singapore,12/29/21,278750
7078,US,12/29/21,53736174
7079,United Kingdom,12/29/21,12629503
7080,Australia,12/30/21,395133
7081,Canada,12/30/21,2180799
7082,China,12/30/21,127623
7083,Germany,12/30/21,7109182
7084,"Korea, South",12/30/21,630838
7085,Malaysia,12/30/21,2754513
7086,Russia,12/30/21,10299923
7087,Singapore,12/30/21,279061
7088,US,12/30/21,54327033
7089,United Kingdom,12/30/21,12819883
7090,Australia,12/31/21,425496
7091,Canada,12/31/21,2223735
7092,China,12/31/21,127896
7093,Germany,12/31/21,7150422
7094,"Korea, South",12/31/21,635253
7095,Malaysia,12/31/21,2758086
7096,Russia,12/31/21,10320405
7097,Singapore,12/31/21,279405
7098,US,12/31/21,54840560
7099,United Kingdom,12/31/21,13010853
7100,Australia,1/1/22,462955
7101,Canada,1/1/22,2256747
7102,China,1/1/22,128132
7103,Germany,1/1/22,7176814
7104,"Korea, South",1/1/22,639083
7105,Malaysia,1/1/22,2761472
7106,Russia,1/1/22,10340011
7107,Singapore,1/1/22,279861
7108,US,1/1/22,55029074
7109,United Kingdom,1/1/22,13174530
7110,Australia,1/2/22,492563
7111,Canada,1/2/22,2286735
7112,China,1/2/22,128259
7113,Germany,1/2/22,7189329
7114,"Korea, South",1/2/22,642207
7115,Malaysia,1/2/22,2764354
7116,Russia,1/2/22,10358099
7117,Singapore,1/2/22,280290
7118,US,1/2/22,55314782
7119,United Kingdom,1/2/22,13310224
7120,Australia,1/3/22,537308
7121,Canada,1/3/22,2323056
7122,China,1/3/22,128596
7123,Germany,1/3/22,7207847
7124,"Korea, South",1/3/22,645226
7125,Malaysia,1/3/22,2767044
7126,Russia,1/3/22,10374292
7127,Singapore,1/3/22,280754
7128,US,1/3/22,56360193
7129,United Kingdom,1/3/22,13498751
7130,Australia,1/4/22,608803
7131,Canada,1/4/22,2372323
7132,China,1/4/22,128771
7133,Germany,1/4/22,7238408
7134,"Korea, South",1/4/22,649669
7135,Malaysia,1/4/22,2769886
7136,Russia,1/4/22,10390052
7137,Singapore,1/4/22,281596
7138,US,1/4/22,57172554
7139,United Kingdom,1/4/22,13722579
7140,Australia,1/5/22,684229
7141,Canada,1/5/22,2412242
7142,China,1/5/22,129064
7143,Germany,1/5/22,7297320
7144,"Korea, South",1/5/22,653792
7145,Malaysia,1/5/22,2773156
7146,Russia,1/5/22,10405684
7147,Singapore,1/5/22,282401
7148,US,1/5/22,57835354
7149,United Kingdom,1/5/22,13917693
7150,Australia,1/6/22,762458
7151,Canada,1/6/22,2454121
7152,China,1/6/22,129280
7153,Germany,1/6/22,7361660
7154,"Korea, South",1/6/22,657508
7155,Malaysia,1/6/22,2776699
7156,Russia,1/6/22,10420863
7157,Singapore,1/6/22,283214
7158,US,1/6/22,58670366
7159,United Kingdom,1/6/22,14099839
7160,Australia,1/7/22,860550
7161,Canada,1/7/22,2499612
7162,China,1/7/22,129491
7163,Germany,1/7/22,7417995
7164,"Korea, South",1/7/22,661015
7165,Malaysia,1/7/22,2780080
7166,Russia,1/7/22,10437471
7167,Singapore,1/7/22,283214
7168,US,1/7/22,59540267
7169,United Kingdom,1/7/22,14280081
7170,Australia,1/8/22,972457
7171,Canada,1/8/22,2528644
7172,China,1/8/22,129738
7173,Germany,1/8/22,7473884
7174,"Korea, South",1/8/22,664391
7175,Malaysia,1/8/22,2783331
7176,Russia,1/8/22,10453895
7177,Singapore,1/8/22,284802
7178,US,1/8/22,59937497
7179,United Kingdom,1/8/22,14422121
7180,Australia,1/9/22,1045291
7181,Canada,1/9/22,2554916
7182,China,1/9/22,129959
7183,Germany,1/9/22,7510436
7184,"Korea, South",1/9/22,667390
7185,Malaysia,1/9/22,2786219
7186,Russia,1/9/22,10470006
7187,Singapore,1/9/22,285647
7188,US,1/9/22,60422124
7189,United Kingdom,1/9/22,14564390
7190,Australia,1/10/22,1139097
7191,Canada,1/10/22,2613377
7192,China,1/10/22,130213
7193,Germany,1/10/22,7535691
7194,"Korea, South",1/10/22,670483
7195,Malaysia,1/10/22,2788860
7196,Russia,1/10/22,10485705
7197,Singapore,1/10/22,286397
7198,US,1/10/22,61806034
7199,United Kingdom,1/10/22,14708454
7200,Australia,1/11/22,1223505
7201,Canada,1/11/22,2646228
7202,China,1/11/22,130497
7203,Germany,1/11/22,7581381
7204,"Korea, South",1/11/22,674868
7205,Malaysia,1/11/22,2792035
7206,Russia,1/11/22,10503101
7207,Singapore,1/11/22,287243
7208,US,1/11/22,62594637
7209,United Kingdom,1/11/22,14825809
7210,Australia,1/12/22,1398776
7211,Canada,1/12/22,2681101
7212,China,1/12/22,130737
7213,Germany,1/12/22,7661811
7214,"Korea, South",1/12/22,679030
7215,Malaysia,1/12/22,2795233
7216,Russia,1/12/22,10520898
7217,Singapore,1/12/22,288125
7218,US,1/12/22,63443246
7219,United Kingdom,1/12/22,14957778
7220,Australia,1/13/22,1526961
7221,Canada,1/13/22,2712688
7222,China,1/13/22,130977
7223,Germany,1/13/22,7743228
7224,"Korea, South",1/13/22,683566
7225,Malaysia,1/13/22,2798917
7226,Russia,1/13/22,10541870
7227,Singapore,1/13/22,289085
7228,US,1/13/22,64304336
7229,United Kingdom,1/13/22,15064277
7230,Australia,1/14/22,1613249
7231,Canada,1/14/22,2753198
7232,China,1/14/22,131184
7233,Germany,1/14/22,7835451
7234,"Korea, South",1/14/22,687984
7235,Malaysia,1/14/22,2802263
7236,Russia,1/14/22,10565484
7237,Singapore,1/14/22,290030
7238,US,1/14/22,65184363
7239,United Kingdom,1/14/22,15164861
7240,Australia,1/15/22,1726116
7241,Canada,1/15/22,2771345
7242,China,1/15/22,131327
7243,Germany,1/15/22,7913473
7244,"Korea, South",1/15/22,692174
7245,Malaysia,1/15/22,2805337
7246,Russia,1/15/22,10592433
7247,Singapore,1/15/22,290986
7248,US,1/15/22,65592260
7249,United Kingdom,1/15/22,15246208
7250,Australia,1/16/22,1786007
7251,Canada,1/16/22,2786622
7252,China,1/16/22,131601
7253,Germany,1/16/22,7965977
7254,"Korea, South",1/16/22,696032
7255,Malaysia,1/16/22,2808347
7256,Russia,1/16/22,10621410
7257,Singapore,1/16/22,291849
7258,US,1/16/22,66071543
7259,United Kingdom,1/16/22,15316987
7260,Australia,1/17/22,1870362
7261,Canada,1/17/22,2828029
7262,China,1/17/22,131796
7263,Germany,1/17/22,8000122
7264,"Korea, South",1/17/22,700102
7265,Malaysia,1/17/22,2810689
7266,Russia,1/17/22,10651867
7267,Singapore,1/17/22,293014
7268,US,1/17/22,66746523
7269,United Kingdom,1/17/22,15406943
7270,Australia,1/18/22,1954977
7271,Canada,1/18/22,2848893
7272,China,1/18/22,131928
7273,Germany,1/18/22,8074527
7274,"Korea, South",1/18/22,705902
7275,Malaysia,1/18/22,2813934
7276,Russia,1/18/22,10682826
7277,Singapore,1/18/22,294462
7278,US,1/18/22,67877395
7279,United Kingdom,1/18/22,15501453
7280,Australia,1/19/22,2022581
7281,Canada,1/19/22,2872365
7282,China,1/19/22,132043
7283,Germany,1/19/22,8186850
7284,"Korea, South",1/19/22,712503
7285,Malaysia,1/19/22,2817163
7286,Russia,1/19/22,10716397
7287,Singapore,1/19/22,296077
7288,US,1/19/22,68785168
7289,United Kingdom,1/19/22,15609692
7290,Australia,1/20/22,2086522
7291,Canada,1/20/22,2895331
7292,China,1/20/22,132148
7293,Germany,1/20/22,8320386
7294,"Korea, South",1/20/22,719269
7295,Malaysia,1/20/22,2820927
7296,Russia,1/20/22,10754905
7297,Singapore,1/20/22,297549
7298,US,1/20/22,69517909
7299,United Kingdom,1/20/22,15717846
7300,Australia,1/21/22,2129688
7301,Canada,1/21/22,2916524
7302,China,1/21/22,132264
7303,Germany,1/21/22,8460546
7304,"Korea, South",1/21/22,726274
7305,Malaysia,1/21/22,2824973
7306,Russia,1/21/22,10804032
7307,Singapore,1/21/22,307813
7308,US,1/21/22,70348763
7309,United Kingdom,1/21/22,15814339
7310,Australia,1/22/22,2196870
7311,Canada,1/22/22,2930307
7312,China,1/22/22,132383
7313,Germany,1/22/22,8596007
7314,"Korea, South",1/22/22,733902
7315,Malaysia,1/22/22,2829089
7316,Russia,1/22/22,10860799
7317,Singapore,1/22/22,310276
7318,US,1/22/22,70651199
7319,United Kingdom,1/22/22,15891933
7320,Australia,1/23/22,2229104
7321,Canada,1/23/22,2935575
7322,China,1/23/22,132597
7323,Germany,1/23/22,8681447
7324,"Korea, South",1/23/22,741413
7325,Malaysia,1/23/22,2832945
7326,Russia,1/23/22,10923494
7327,Singapore,1/23/22,313772
7328,US,1/23/22,71016607
7329,United Kingdom,1/23/22,15967194
7330,Australia,1/24/22,2287126
7331,Canada,1/24/22,2955087
7332,China,1/24/22,132772
7333,Germany,1/24/22,8744840
7334,"Korea, South",1/24/22,749979
7335,Malaysia,1/24/22,2836159
7336,Russia,1/24/22,10988027
7337,Singapore,1/24/22,316774
7338,US,1/24/22,71938582
7339,United Kingdom,1/24/22,16062685
7340,Australia,1/25/22,2340046
7341,Canada,1/25/22,2984054
7342,China,1/25/22,132978
7343,Germany,1/25/22,8871795
7344,"Korea, South",1/25/22,762983
7345,Malaysia,1/25/22,2840225
7346,Russia,1/25/22,11055246
7347,Singapore,1/25/22,322770
7348,US,1/25/22,72431507
7349,United Kingdom,1/25/22,16157980
7350,Australia,1/26/22,2391062
7351,Canada,1/26/22,2991708
7352,China,1/26/22,133209
7353,Germany,1/26/22,9035795
7354,"Korea, South",1/26/22,777497
7355,Malaysia,1/26/22,2844969
7356,Russia,1/26/22,11129318
7357,Singapore,1/26/22,327602
7358,US,1/26/22,73108513
7359,United Kingdom,1/26/22,16260425
7360,Australia,1/27/22,2457285
7361,Canada,1/27/22,3020108
7362,China,1/27/22,133484
7363,Germany,1/27/22,9238931
7364,"Korea, South",1/27/22,793582
7365,Malaysia,1/27/22,2850408
7366,Russia,1/27/22,11217423
7367,Singapore,1/27/22,333071
7368,US,1/27/22,73615627
7369,United Kingdom,1/27/22,16357612
7370,Australia,1/28/22,2523265
7371,Canada,1/28/22,3036647
7372,China,1/28/22,133709
7373,Germany,1/28/22,9429079
7374,"Korea, South",1/28/22,811122
7375,Malaysia,1/28/22,2855930
7376,Russia,1/28/22,11314707
7377,Singapore,1/28/22,338625
7378,US,1/28/22,74230435
7379,United Kingdom,1/28/22,16446952
7380,Australia,1/29/22,2570523
7381,Canada,1/29/22,3045083
7382,China,1/29/22,133939
7383,Germany,1/29/22,9618245
7384,"Korea, South",1/29/22,828637
7385,Malaysia,1/29/22,2861069
7386,Russia,1/29/22,11427009
7387,Singapore,1/29/22,343832
7388,US,1/29/22,74409019
7389,United Kingdom,1/29/22,16519771
7390,Australia,1/30/22,2607242
7391,Canada,1/30/22,3052373
7392,China,1/30/22,134139
7393,Germany,1/30/22,9737215
7394,"Korea, South",1/30/22,845709
7395,Malaysia,1/30/22,2865984
7396,Russia,1/30/22,11547333
7397,Singapore,1/30/22,348330
7398,US,1/30/22,74606958
7399,United Kingdom,1/30/22,16582687
7400,Australia,1/31/22,2580386
7401,Canada,1/31/22,3073654
7402,China,1/31/22,134345
7403,Germany,1/31/22,9815533
7404,"Korea, South",1/31/22,864042
7405,Malaysia,1/31/22,2870758
7406,Russia,1/31/22,11670366
7407,Singapore,1/31/22,352811
7408,US,1/31/22,75150335
7409,United Kingdom,1/31/22,17430856
7410,Australia,2/1/22,2620532
7411,Canada,2/1/22,3085591
7412,China,2/1/22,134564
7413,Germany,2/1/22,9978146
7414,"Korea, South",2/1/22,884310
7415,Malaysia,2/1/22,2876324
7416,Russia,2/1/22,11795059
7417,Singapore,2/1/22,359075
7418,US,2/1/22,75476141
7419,United Kingdom,2/1/22,17543963
7420,Australia,2/2/22,2644760
7421,Canada,2/2/22,3100943
7422,China,2/2/22,134745
7423,Germany,2/2/22,10186644
7424,"Korea, South",2/2/22,907214
7425,Malaysia,2/2/22,2882060
7426,Russia,2/2/22,11936064
7427,Singapore,2/2/22,362176
7428,US,2/2/22,75806200
7429,United Kingdom,2/2/22,17631560
7430,Australia,2/3/22,2676939
7431,Canada,2/3/22,3114115
7432,China,2/3/22,135008
7433,Germany,2/3/22,10422764
7434,"Korea, South",2/3/22,934656
7435,Malaysia,2/3/22,2887780
7436,Russia,2/3/22,12090707
7437,Singapore,2/3/22,366473
7438,US,2/3/22,76081589
7439,United Kingdom,2/3/22,17727264
7440,Australia,2/4/22,2704275
7441,Canada,2/4/22,3127213
7442,China,2/4/22,135216
7443,Germany,2/4/22,10671602
7444,"Korea, South",2/4/22,971018
7445,Malaysia,2/4/22,2895014
7446,Russia,2/4/22,12257664
7447,Singapore,2/4/22,379681
7448,US,2/4/22,76437488
7449,United Kingdom,2/4/22,17809884
7450,Australia,2/5/22,2727260
7451,Canada,2/5/22,3133836
7452,China,2/5/22,135663
7453,Germany,2/5/22,10889417
7454,"Korea, South",2/5/22,1009688
7455,Malaysia,2/5/22,2904131
7456,Russia,2/5/22,12433643
7457,Singapore,2/5/22,379681
7458,US,2/5/22,76523900
7459,United Kingdom,2/5/22,17870485
7460,Australia,2/6/22,2752507
7461,Canada,2/6/22,3139239
7462,China,2/6/22,136115
7463,Germany,2/6/22,11022590
7464,"Korea, South",2/6/22,1044963
7465,Malaysia,2/6/22,2914220
7466,Russia,2/6/22,12612259
7467,Singapore,2/6/22,390071
7468,US,2/6/22,76607354
7469,United Kingdom,2/6/22,17924207
7470,Australia,2/7/22,2779880
7471,Canada,2/7/22,3155289
7472,China,2/7/22,136880
7473,Germany,2/7/22,11117857
7474,"Korea, South",2/7/22,1081681
7475,Malaysia,2/7/22,2925254
7476,Russia,2/7/22,12782791
7477,Singapore,2/7/22,405629
7478,US,2/7/22,76954614
7479,United Kingdom,2/7/22,17988154
7480,Australia,2/8/22,2811390
7481,Canada,2/8/22,3165329
7482,China,2/8/22,137648
7483,Germany,2/8/22,11287428
7484,"Korea, South",2/8/22,1131239
7485,Malaysia,2/8/22,2939198
7486,Russia,2/8/22,12946888
7487,Singapore,2/8/22,418640
7488,US,2/8/22,77169229
7489,United Kingdom,2/8/22,18054899
7490,Australia,2/9/22,2822873
7491,Canada,2/9/22,3175654
7492,China,2/9/22,138855
7493,Germany,2/9/22,11521678
7494,"Korea, South",2/9/22,1185361
7495,Malaysia,2/9/22,2956332
7496,Russia,2/9/22,13128679
7497,Singapore,2/9/22,428954
7498,US,2/9/22,77357854
7499,United Kingdom,2/9/22,18122879
7500,Australia,2/10/22,2854123
7501,Canada,2/10/22,3186035
7502,China,2/10/22,139968
7503,Germany,2/10/22,11769540
7504,"Korea, South",2/10/22,1239287
7505,Malaysia,2/10/22,2975422
7506,Russia,2/10/22,13323972
7507,Singapore,2/10/22,439640
7508,US,2/10/22,77529578
7509,United Kingdom,2/10/22,18287353
7510,Australia,2/11/22,2876687
7511,Canada,2/11/22,3193438
7512,China,2/11/22,141448
7513,Germany,2/11/22,12009712
7514,"Korea, South",2/11/22,1294205
7515,Malaysia,2/11/22,2996361
7516,Russia,2/11/22,13526183
7517,Singapore,2/11/22,449570
7518,US,2/11/22,77739268
7519,United Kingdom,2/11/22,18346213
7520,Australia,2/12/22,2902294
7521,Canada,2/12/22,3203282
7522,China,2/12/22,143060
7523,Germany,2/12/22,12219501
7524,"Korea, South",2/12/22,1350630
7525,Malaysia,2/12/22,3019163
7526,Russia,2/12/22,13728138
7527,Singapore,2/12/22,460075
7528,US,2/12/22,77791122
7529,United Kingdom,2/12/22,18392169
7530,Australia,2/13/22,2914583
7531,Canada,2/13/22,3206897
7532,China,2/13/22,144519
7533,Germany,2/13/22,12344661
7534,"Korea, South",2/13/22,1405246
7535,Malaysia,2/13/22,3040235
7536,Russia,2/13/22,13923951
7537,Singapore,2/13/22,469495
7538,US,2/13/22,77849426
7539,United Kingdom,2/13/22,18433372
7540,Australia,2/14/22,2945496
7541,Canada,2/14/22,3219086
7542,China,2/14/22,146700
7543,Germany,2/14/22,12421126
7544,"Korea, South",2/14/22,1462421
7545,Malaysia,2/14/22,3064575
7546,Russia,2/14/22,14102736
7547,Singapore,2/14/22,478577
7548,US,2/14/22,78019970
7549,United Kingdom,2/14/22,18475111
7550,Australia,2/15/22,2969890
7551,Canada,2/15/22,3225542
7552,China,2/15/22,148461
7553,Germany,2/15/22,12580343
7554,"Korea, South",2/15/22,1552851
7555,Malaysia,2/15/22,3083683
7556,Russia,2/15/22,14267875
7557,Singapore,2/15/22,497997
7558,US,2/15/22,78131292
7559,United Kingdom,2/15/22,18521452
7560,Australia,2/16/22,2967316
7561,Canada,2/16/22,3233298
7562,China,2/16/22,152856
7563,Germany,2/16/22,12800315
7564,"Korea, South",2/16/22,1645978
7565,Malaysia,2/16/22,3111514
7566,Russia,2/16/22,14445698
7567,Singapore,2/16/22,514880
7568,US,2/16/22,78246247
7569,United Kingdom,2/16/22,18575733
7570,Australia,2/17/22,2990045
7571,Canada,2/17/22,3240493
7572,China,2/17/22,159083
7573,Germany,2/17/22,13035941
7574,"Korea, South",2/17/22,1755806
7575,Malaysia,2/17/22,3138215
7576,Russia,2/17/22,14624423
7577,Singapore,2/17/22,533425
7578,US,2/17/22,78348149
7579,United Kingdom,2/17/22,18628702
7580,Australia,2/18/22,3013262
7581,Canada,2/18/22,3247240
7582,China,2/18/22,162889
7583,Germany,2/18/22,13255989
7584,"Korea, South",2/18/22,1858009
7585,Malaysia,2/18/22,3166023
7586,Russia,2/18/22,14802439
7587,Singapore,2/18/22,551519
7588,US,2/18/22,78493452
7589,United Kingdom,2/18/22,18676361
7590,Australia,2/19/22,3030638
7591,Canada,2/19/22,3250784
7592,China,2/19/22,169170
7593,Germany,2/19/22,13445094
7594,"Korea, South",2/19/22,1962837
7595,Malaysia,2/19/22,3194848
7596,Russia,2/19/22,14979363
7597,Singapore,2/19/22,576355
7598,US,2/19/22,78524849
7599,United Kingdom,2/19/22,18715582
7600,Australia,2/20/22,3048857
7601,Canada,2/20/22,3253232
7602,China,2/20/22,175417
7603,Germany,2/20/22,13563126
7604,"Korea, South",2/20/22,2058184
7605,Malaysia,2/20/22,3221680
7606,Russia,2/20/22,15147762
7607,Singapore,2/20/22,582638
7608,US,2/20/22,78547845
7609,United Kingdom,2/20/22,18746592
7610,Australia,2/21/22,3074020
7611,Canada,2/21/22,3256889
7612,China,2/21/22,183114
7613,Germany,2/21/22,13636993
7614,"Korea, South",2/21/22,2157734
7615,Malaysia,2/21/22,3246779
7616,Russia,2/21/22,15297628
7617,Singapore,2/21/22,596261
7618,US,2/21/22,78630942
7619,United Kingdom,2/21/22,18785333
7620,Australia,2/22/22,3099249
7621,Canada,2/22/22,3264880
7622,China,2/22/22,189565
7623,Germany,2/22/22,13762895
7624,"Korea, South",2/22/22,2329182
7625,Malaysia,2/22/22,3273958
7626,Russia,2/22/22,15430540
7627,Singapore,2/22/22,622293
7628,US,2/22/22,78720460
7629,United Kingdom,2/22/22,18826968
7630,Australia,2/23/22,3124101
7631,Canada,2/23/22,3274692
7632,China,2/23/22,198478
7633,Germany,2/23/22,13971947
7634,"Korea, South",2/23/22,2499188
7635,Malaysia,2/23/22,3305157
7636,Russia,2/23/22,15566425
7637,Singapore,2/23/22,642605
7638,US,2/23/22,78805698
7639,United Kingdom,2/23/22,18867585
7640,Australia,2/24/22,3150771
7641,Canada,2/24/22,3280453
7642,China,2/24/22,207599
7643,Germany,2/24/22,14188269
7644,"Korea, South",2/24/22,2665077
7645,Malaysia,2/24/22,3337227
7646,Russia,2/24/22,15697674
7647,Singapore,2/24/22,661198
7648,US,2/24/22,78872854
7649,United Kingdom,2/24/22,18906546
7650,Australia,2/25/22,3170574
7651,Canada,2/25/22,3289085
7652,China,2/25/22,217932
7653,Germany,2/25/22,14399012
7654,"Korea, South",2/25/22,2831283
7655,Malaysia,2/25/22,3367871
7656,Russia,2/25/22,15819594
7657,Singapore,2/25/22,679795
7658,US,2/25/22,78947299
7659,United Kingdom,2/25/22,18938546
7660,Australia,2/26/22,3188117
7661,Canada,2/26/22,3290897
7662,China,2/26/22,292792
7663,Germany,2/26/22,14574845
7664,"Korea, South",2/26/22,2994841
7665,Malaysia,2/26/22,3395170
7666,Russia,2/26/22,15941241
7667,Singapore,2/26/22,696652
7668,US,2/26/22,78994707
7669,United Kingdom,2/26/22,18938546
7670,Australia,2/27/22,3209599
7671,Canada,2/27/22,3294481
7672,China,2/27/22,344032
7673,Germany,2/27/22,14682758
7674,"Korea, South",2/27/22,3134456
7675,Malaysia,2/27/22,3419636
7676,Russia,2/27/22,16055851
7677,Singapore,2/27/22,710880
7678,US,2/27/22,79012925
7679,United Kingdom,2/27/22,18938546
7680,Australia,2/28/22,3235017
7681,Canada,2/28/22,3302400
7682,China,2/28/22,400569
7683,Germany,2/28/22,14745107
7684,"Korea, South",2/28/22,3273449
7685,Malaysia,2/28/22,3442736
7686,Russia,2/28/22,16161596
7687,Singapore,2/28/22,724424
7688,US,2/28/22,79111825
7689,United Kingdom,2/28/22,19021076
7690,Australia,3/1/22,3256772
7691,Canada,3/1/22,3307510
7692,China,3/1/22,456582
7693,Germany,3/1/22,14867218
7694,"Korea, South",3/1/22,3492686
7695,Malaysia,3/1/22,3468590
7696,Russia,3/1/22,16257688
7697,Singapore,3/1/22,748504
7698,US,3/1/22,79158512
7699,United Kingdom,3/1/22,19120746
7700,Australia,3/2/22,3296784
7701,Canada,3/2/22,3313423
7702,China,3/2/22,533295
7703,Germany,3/2/22,15053624
7704,"Korea, South",3/2/22,3691488
7705,Malaysia,3/2/22,3496090
7706,Russia,3/2/22,16353868
7707,Singapore,3/2/22,767663
7708,US,3/2/22,79212097
7709,United Kingdom,3/2/22,19166049
7710,Australia,3/3/22,3321943
7711,Canada,3/3/22,3321778
7712,China,3/3/22,610697
7713,Germany,3/3/22,15264297
